# One UI drawable parity map
# reference drawable | representation | Compose mapping | status
ic_oui_page_lock_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_lock_outline]|mapped
ic_oui_page_settings|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_settings]|mapped
ic_oui_page_template|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_template]|mapped
ic_oui_page_theme|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_theme]|mapped
ic_oui_page_unlock|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_unlock]|mapped
ic_oui_page_unlock_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_page_unlock_outline]|mapped
ic_oui_palette|resource|OneUiDrawableCatalog.entries[name=ic_oui_palette]|mapped
ic_oui_parental_control|resource|OneUiDrawableCatalog.entries[name=ic_oui_parental_control]|mapped
ic_oui_parking|resource|OneUiDrawableCatalog.entries[name=ic_oui_parking]|mapped
ic_oui_password_hide|resource|OneUiDrawableCatalog.entries[name=ic_oui_password_hide]|mapped
ic_oui_password_show|resource|OneUiDrawableCatalog.entries[name=ic_oui_password_show]|mapped
ic_oui_pen|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen]|mapped
ic_oui_pen_calligraphy|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_calligraphy]|mapped
ic_oui_pen_calligraphy_brush|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_calligraphy_brush]|mapped
ic_oui_pen_drawing|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_drawing]|mapped
ic_oui_pen_eraser|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_eraser]|mapped
ic_oui_pen_eraser_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_eraser_outline]|mapped
ic_oui_pen_fountain|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_fountain]|mapped
ic_oui_pen_marker|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_marker]|mapped
ic_oui_pen_marker_round|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_marker_round]|mapped
ic_oui_pen_mode|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_mode]|mapped
ic_oui_pen_mosaic|resource|OneUiDrawableCatalog.entries[name=ic_oui_pen_mosaic]|mapped
ic_oui_pencil|resource|OneUiDrawableCatalog.entries[name=ic_oui_pencil]|mapped
ic_oui_perspective_horizontal|resource|OneUiDrawableCatalog.entries[name=ic_oui_perspective_horizontal]|mapped
ic_oui_perspective_vertical|resource|OneUiDrawableCatalog.entries[name=ic_oui_perspective_vertical]|mapped
ic_oui_pets|resource|OneUiDrawableCatalog.entries[name=ic_oui_pets]|mapped
ic_oui_phone|resource|OneUiDrawableCatalog.entries[name=ic_oui_phone]|mapped
ic_oui_phone_call_someone|resource|OneUiDrawableCatalog.entries[name=ic_oui_phone_call_someone]|mapped
ic_oui_phone_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_phone_outline]|mapped
ic_oui_pin|resource|OneUiDrawableCatalog.entries[name=ic_oui_pin]|mapped
ic_oui_pin_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_pin_off]|mapped
ic_oui_pin_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_pin_outline]|mapped
ic_oui_plug_in_download|resource|OneUiDrawableCatalog.entries[name=ic_oui_plug_in_download]|mapped
ic_oui_plug_in_manager|resource|OneUiDrawableCatalog.entries[name=ic_oui_plug_in_manager]|mapped
ic_oui_plug_in_manager_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_plug_in_manager_outline]|mapped
ic_oui_pollen|resource|OneUiDrawableCatalog.entries[name=ic_oui_pollen]|mapped
ic_oui_popup_player|resource|OneUiDrawableCatalog.entries[name=ic_oui_popup_player]|mapped
ic_oui_power|resource|OneUiDrawableCatalog.entries[name=ic_oui_power]|mapped
ic_oui_privacy|resource|OneUiDrawableCatalog.entries[name=ic_oui_privacy]|mapped
ic_oui_private_share|resource|OneUiDrawableCatalog.entries[name=ic_oui_private_share]|mapped
ic_oui_prompt_from_menu|resource|OneUiDrawableCatalog.entries[name=ic_oui_prompt_from_menu]|mapped
ic_oui_puzzle|resource|OneUiDrawableCatalog.entries[name=ic_oui_puzzle]|mapped
ic_oui_qr_code|resource|OneUiDrawableCatalog.entries[name=ic_oui_qr_code]|mapped
ic_oui_qr_code_scanner|resource|OneUiDrawableCatalog.entries[name=ic_oui_qr_code_scanner]|mapped
ic_oui_quick_command|resource|OneUiDrawableCatalog.entries[name=ic_oui_quick_command]|mapped
ic_oui_ratio|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio]|mapped
ic_oui_ratio_16_9|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_16_9]|mapped
ic_oui_ratio_16_9_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_16_9_2nd]|mapped
ic_oui_ratio_1_1|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_1_1]|mapped
ic_oui_ratio_1_1_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_1_1_2nd]|mapped
ic_oui_ratio_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_2nd]|mapped
ic_oui_ratio_3_4|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_3_4]|mapped
ic_oui_ratio_3_4_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_3_4_2nd]|mapped
ic_oui_ratio_4_3|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_4_3]|mapped
ic_oui_ratio_4_3_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_4_3_2nd]|mapped
ic_oui_ratio_9_16|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_9_16]|mapped
ic_oui_ratio_9_16_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_9_16_2nd]|mapped
ic_oui_ratio_free|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_free]|mapped
ic_oui_ratio_free_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_free_2nd]|mapped
ic_oui_ratio_full|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_full]|mapped
ic_oui_ratio_full_2nd|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_full_2nd]|mapped
ic_oui_ratio_landscape_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_landscape_off]|mapped
ic_oui_ratio_landscape_on|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_landscape_on]|mapped
ic_oui_ratio_portrait_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_portrait_off]|mapped
ic_oui_ratio_portrait_on|resource|OneUiDrawableCatalog.entries[name=ic_oui_ratio_portrait_on]|mapped
ic_oui_read|resource|OneUiDrawableCatalog.entries[name=ic_oui_read]|mapped
ic_oui_read_book|resource|OneUiDrawableCatalog.entries[name=ic_oui_read_book]|mapped
ic_oui_reading_mode|resource|OneUiDrawableCatalog.entries[name=ic_oui_reading_mode]|mapped
ic_oui_receipt|resource|OneUiDrawableCatalog.entries[name=ic_oui_receipt]|mapped
ic_oui_receiving_message_from_keywords|resource|OneUiDrawableCatalog.entries[name=ic_oui_receiving_message_from_keywords]|mapped
ic_oui_receiving_message_from_someone|resource|OneUiDrawableCatalog.entries[name=ic_oui_receiving_message_from_someone]|mapped
ic_oui_receiving_message_including_some_keywords|resource|OneUiDrawableCatalog.entries[name=ic_oui_receiving_message_including_some_keywords]|mapped
ic_oui_recent|resource|OneUiDrawableCatalog.entries[name=ic_oui_recent]|mapped
ic_oui_recent_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_recent_outline]|mapped
ic_oui_recent_view|resource|OneUiDrawableCatalog.entries[name=ic_oui_recent_view]|mapped
ic_oui_recent_view_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_recent_view_outline]|mapped
ic_oui_record|resource|OneUiDrawableCatalog.entries[name=ic_oui_record]|mapped
ic_oui_rectify|resource|OneUiDrawableCatalog.entries[name=ic_oui_rectify]|mapped
ic_oui_redo|resource|OneUiDrawableCatalog.entries[name=ic_oui_redo]|mapped
ic_oui_refresh|resource|OneUiDrawableCatalog.entries[name=ic_oui_refresh]|mapped
ic_oui_refresh_rate|resource|OneUiDrawableCatalog.entries[name=ic_oui_refresh_rate]|mapped
ic_oui_reminder|resource|OneUiDrawableCatalog.entries[name=ic_oui_reminder]|mapped
ic_oui_reminder_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_reminder_off]|mapped
ic_oui_reminder_off_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_reminder_off_outline]|mapped
ic_oui_reminder_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_reminder_outline]|mapped
ic_oui_remove|resource|OneUiDrawableCatalog.entries[name=ic_oui_remove]|mapped
ic_oui_remove_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_remove_2]|mapped
ic_oui_remove_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_remove_outline]|mapped
ic_oui_reorder|resource|OneUiDrawableCatalog.entries[name=ic_oui_reorder]|mapped
ic_oui_repeat|resource|OneUiDrawableCatalog.entries[name=ic_oui_repeat]|mapped
ic_oui_repeat_1|resource|OneUiDrawableCatalog.entries[name=ic_oui_repeat_1]|mapped
ic_oui_repeat_all|resource|OneUiDrawableCatalog.entries[name=ic_oui_repeat_all]|mapped
ic_oui_repeat_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_repeat_off]|mapped
ic_oui_reply|resource|OneUiDrawableCatalog.entries[name=ic_oui_reply]|mapped
ic_oui_reply_all|resource|OneUiDrawableCatalog.entries[name=ic_oui_reply_all]|mapped
ic_oui_report|resource|OneUiDrawableCatalog.entries[name=ic_oui_report]|mapped
ic_oui_resize|resource|OneUiDrawableCatalog.entries[name=ic_oui_resize]|mapped
ic_oui_restart|resource|OneUiDrawableCatalog.entries[name=ic_oui_restart]|mapped
ic_oui_restaurants|resource|OneUiDrawableCatalog.entries[name=ic_oui_restaurants]|mapped
ic_oui_revert|resource|OneUiDrawableCatalog.entries[name=ic_oui_revert]|mapped
ic_oui_reverted|resource|OneUiDrawableCatalog.entries[name=ic_oui_reverted]|mapped
ic_oui_robot|resource|OneUiDrawableCatalog.entries[name=ic_oui_robot]|mapped
ic_oui_rotate|resource|OneUiDrawableCatalog.entries[name=ic_oui_rotate]|mapped
ic_oui_rotate_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_rotate_outline]|mapped
ic_oui_routines|resource|OneUiDrawableCatalog.entries[name=ic_oui_routines]|mapped
ic_oui_running|resource|OneUiDrawableCatalog.entries[name=ic_oui_running]|mapped
ic_oui_samsung_account|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_account]|mapped
ic_oui_samsung_cloud_drive|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_cloud_drive]|mapped
ic_oui_samsung_dex|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_dex]|mapped
ic_oui_samsung_free|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_free]|mapped
ic_oui_samsung_health|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_health]|mapped
ic_oui_samsung_one|resource|OneUiDrawableCatalog.entries[name=ic_oui_samsung_one]|mapped
ic_oui_saturation|resource|OneUiDrawableCatalog.entries[name=ic_oui_saturation]|mapped
ic_oui_save|resource|OneUiDrawableCatalog.entries[name=ic_oui_save]|mapped
ic_oui_save_battery|resource|OneUiDrawableCatalog.entries[name=ic_oui_save_battery]|mapped
ic_oui_save_copy|resource|OneUiDrawableCatalog.entries[name=ic_oui_save_copy]|mapped
ic_oui_save_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_save_outline]|mapped
ic_oui_school|resource|OneUiDrawableCatalog.entries[name=ic_oui_school]|mapped
ic_oui_screen_capture|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_capture]|mapped
ic_oui_screen_flash_noti|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_flash_noti]|mapped
ic_oui_screen_resolution|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_resolution]|mapped
ic_oui_screen_shortcuts|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_shortcuts]|mapped
ic_oui_screen_timeout|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_timeout]|mapped
ic_oui_screen_zoom|resource|OneUiDrawableCatalog.entries[name=ic_oui_screen_zoom]|mapped
ic_oui_screenshot|resource|OneUiDrawableCatalog.entries[name=ic_oui_screenshot]|mapped
ic_oui_script|resource|OneUiDrawableCatalog.entries[name=ic_oui_script]|mapped
ic_oui_sd_card|resource|OneUiDrawableCatalog.entries[name=ic_oui_sd_card]|mapped
ic_oui_sd_card_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_sd_card_outline]|mapped
ic_oui_search|resource|OneUiDrawableCatalog.entries[name=ic_oui_search]|mapped
ic_oui_security|resource|OneUiDrawableCatalog.entries[name=ic_oui_security]|mapped
ic_oui_security_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_security_2]|mapped
ic_oui_security_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_security_outline]|mapped
ic_oui_selected|resource|OneUiDrawableCatalog.entries[name=ic_oui_selected]|mapped
ic_oui_selection_lasso|resource|OneUiDrawableCatalog.entries[name=ic_oui_selection_lasso]|mapped
ic_oui_selection_rectangle|resource|OneUiDrawableCatalog.entries[name=ic_oui_selection_rectangle]|mapped
ic_oui_send|resource|OneUiDrawableCatalog.entries[name=ic_oui_send]|mapped
ic_oui_send_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_send_2]|mapped
ic_oui_settings|resource|OneUiDrawableCatalog.entries[name=ic_oui_settings]|mapped
ic_oui_settings_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_settings_outline]|mapped
ic_oui_shadow|resource|OneUiDrawableCatalog.entries[name=ic_oui_shadow]|mapped
ic_oui_shape|resource|OneUiDrawableCatalog.entries[name=ic_oui_shape]|mapped
ic_oui_share|resource|OneUiDrawableCatalog.entries[name=ic_oui_share]|mapped
ic_oui_share_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_share_outline]|mapped
ic_oui_shopping|resource|OneUiDrawableCatalog.entries[name=ic_oui_shopping]|mapped
ic_oui_show_action_list|resource|OneUiDrawableCatalog.entries[name=ic_oui_show_action_list]|mapped
ic_oui_shuffle|resource|OneUiDrawableCatalog.entries[name=ic_oui_shuffle]|mapped
ic_oui_shuffle_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_shuffle_off]|mapped
ic_oui_sim|resource|OneUiDrawableCatalog.entries[name=ic_oui_sim]|mapped
ic_oui_slim_face|resource|OneUiDrawableCatalog.entries[name=ic_oui_slim_face]|mapped
ic_oui_smart_popup|resource|OneUiDrawableCatalog.entries[name=ic_oui_smart_popup]|mapped
ic_oui_smart_view|resource|OneUiDrawableCatalog.entries[name=ic_oui_smart_view]|mapped
ic_oui_smartthings|resource|OneUiDrawableCatalog.entries[name=ic_oui_smartthings]|mapped
ic_oui_smartthings_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_smartthings_2]|mapped
ic_oui_sound|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound]|mapped
ic_oui_sound_balance|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_balance]|mapped
ic_oui_sound_bluetooth|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_bluetooth]|mapped
ic_oui_sound_mute|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_mute]|mapped
ic_oui_sound_mute_all|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_mute_all]|mapped
ic_oui_sound_mute_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_mute_outline]|mapped
ic_oui_sound_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_outline]|mapped
ic_oui_sound_vibrate|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_vibrate]|mapped
ic_oui_sound_vibrate_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_sound_vibrate_outline]|mapped
ic_oui_south|resource|OneUiDrawableCatalog.entries[name=ic_oui_south]|mapped
ic_oui_south_east|resource|OneUiDrawableCatalog.entries[name=ic_oui_south_east]|mapped
ic_oui_south_south_east|resource|OneUiDrawableCatalog.entries[name=ic_oui_south_south_east]|mapped
ic_oui_south_south_west|resource|OneUiDrawableCatalog.entries[name=ic_oui_south_south_west]|mapped
ic_oui_south_west|resource|OneUiDrawableCatalog.entries[name=ic_oui_south_west]|mapped
ic_oui_speed|resource|OneUiDrawableCatalog.entries[name=ic_oui_speed]|mapped
ic_oui_speed_player|resource|OneUiDrawableCatalog.entries[name=ic_oui_speed_player]|mapped
ic_oui_spoid|resource|OneUiDrawableCatalog.entries[name=ic_oui_spoid]|mapped
ic_oui_spoid_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_spoid_outline]|mapped
ic_oui_sports|resource|OneUiDrawableCatalog.entries[name=ic_oui_sports]|mapped
ic_oui_spot_remover|resource|OneUiDrawableCatalog.entries[name=ic_oui_spot_remover]|mapped
ic_oui_spotify|resource|OneUiDrawableCatalog.entries[name=ic_oui_spotify]|mapped
ic_oui_spotify_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_spotify_2]|mapped
ic_oui_squircle|resource|OneUiDrawableCatalog.entries[name=ic_oui_squircle]|mapped
ic_oui_star|resource|OneUiDrawableCatalog.entries[name=ic_oui_star]|mapped
ic_oui_star_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_star_outline]|mapped
ic_oui_sticker|resource|OneUiDrawableCatalog.entries[name=ic_oui_sticker]|mapped
ic_oui_sticker_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_sticker_outline]|mapped
ic_oui_stopwatch|resource|OneUiDrawableCatalog.entries[name=ic_oui_stopwatch]|mapped
ic_oui_strech|resource|OneUiDrawableCatalog.entries[name=ic_oui_strech]|mapped
ic_oui_super_slow|resource|OneUiDrawableCatalog.entries[name=ic_oui_super_slow]|mapped
ic_oui_support|resource|OneUiDrawableCatalog.entries[name=ic_oui_support]|mapped
ic_oui_support_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_support_outline]|mapped
ic_oui_symbol_dollar|resource|OneUiDrawableCatalog.entries[name=ic_oui_symbol_dollar]|mapped
ic_oui_symbols|resource|OneUiDrawableCatalog.entries[name=ic_oui_symbols]|mapped
ic_oui_sync|resource|OneUiDrawableCatalog.entries[name=ic_oui_sync]|mapped
ic_oui_sysbar_back|resource|OneUiDrawableCatalog.entries[name=ic_oui_sysbar_back]|mapped
ic_oui_sysbar_back_ime|resource|OneUiDrawableCatalog.entries[name=ic_oui_sysbar_back_ime]|mapped
ic_oui_sysbar_docked|resource|OneUiDrawableCatalog.entries[name=ic_oui_sysbar_docked]|mapped
ic_oui_sysbar_home|resource|OneUiDrawableCatalog.entries[name=ic_oui_sysbar_home]|mapped
ic_oui_sysbar_recent|resource|OneUiDrawableCatalog.entries[name=ic_oui_sysbar_recent]|mapped
ic_oui_system_alert_window|resource|OneUiDrawableCatalog.entries[name=ic_oui_system_alert_window]|mapped
ic_oui_taboola|resource|OneUiDrawableCatalog.entries[name=ic_oui_taboola]|mapped
ic_oui_tag|resource|OneUiDrawableCatalog.entries[name=ic_oui_tag]|mapped
ic_oui_temperature|resource|OneUiDrawableCatalog.entries[name=ic_oui_temperature]|mapped
ic_oui_text|resource|OneUiDrawableCatalog.entries[name=ic_oui_text]|mapped
ic_oui_text_align|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_align]|mapped
ic_oui_text_align_center|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_align_center]|mapped
ic_oui_text_align_left|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_align_left]|mapped
ic_oui_text_align_right|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_align_right]|mapped
ic_oui_text_bold|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_bold]|mapped
ic_oui_text_check_off|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_check_off]|mapped
ic_oui_text_check_on|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_check_on]|mapped
ic_oui_text_direct_writing|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_direct_writing]|mapped
ic_oui_text_dot|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_dot]|mapped
ic_oui_text_font_bg_color|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_font_bg_color]|mapped
ic_oui_text_font_color|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_font_color]|mapped
ic_oui_text_indent|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_indent]|mapped
ic_oui_text_italic|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_italic]|mapped
ic_oui_text_numbering|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_numbering]|mapped
ic_oui_text_outdent|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_outdent]|mapped
ic_oui_text_setting|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_setting]|mapped
ic_oui_text_strikethrough|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_strikethrough]|mapped
ic_oui_text_style_bold|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_bold]|mapped
ic_oui_text_style_default|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_default]|mapped
ic_oui_text_style_glow|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_glow]|mapped
ic_oui_text_style_italic|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_italic]|mapped
ic_oui_text_style_round|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_round]|mapped
ic_oui_text_style_stroke|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_stroke]|mapped
ic_oui_text_style_thin|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_thin]|mapped
ic_oui_text_style_underline|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_style_underline]|mapped
ic_oui_text_underline|resource|OneUiDrawableCatalog.entries[name=ic_oui_text_underline]|mapped
ic_oui_theme|resource|OneUiDrawableCatalog.entries[name=ic_oui_theme]|mapped
ic_oui_ticket|resource|OneUiDrawableCatalog.entries[name=ic_oui_ticket]|mapped
ic_oui_time|resource|OneUiDrawableCatalog.entries[name=ic_oui_time]|mapped
ic_oui_time_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_time_outline]|mapped
ic_oui_timer|resource|OneUiDrawableCatalog.entries[name=ic_oui_timer]|mapped
ic_oui_tint|resource|OneUiDrawableCatalog.entries[name=ic_oui_tint]|mapped
ic_oui_tips|resource|OneUiDrawableCatalog.entries[name=ic_oui_tips]|mapped
ic_oui_tips_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_tips_outline]|mapped
ic_oui_tone_tab|resource|OneUiDrawableCatalog.entries[name=ic_oui_tone_tab]|mapped
ic_oui_tool|resource|OneUiDrawableCatalog.entries[name=ic_oui_tool]|mapped
ic_oui_tool_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_tool_outline]|mapped
ic_oui_transform|resource|OneUiDrawableCatalog.entries[name=ic_oui_transform]|mapped
ic_oui_translate|resource|OneUiDrawableCatalog.entries[name=ic_oui_translate]|mapped
ic_oui_transliteration|resource|OneUiDrawableCatalog.entries[name=ic_oui_transliteration]|mapped
ic_oui_travel|resource|OneUiDrawableCatalog.entries[name=ic_oui_travel]|mapped
ic_oui_traveling|resource|OneUiDrawableCatalog.entries[name=ic_oui_traveling]|mapped
ic_oui_trim|resource|OneUiDrawableCatalog.entries[name=ic_oui_trim]|mapped
ic_oui_ultra_data_saving|resource|OneUiDrawableCatalog.entries[name=ic_oui_ultra_data_saving]|mapped
ic_oui_unbind|resource|OneUiDrawableCatalog.entries[name=ic_oui_unbind]|mapped
ic_oui_undo|resource|OneUiDrawableCatalog.entries[name=ic_oui_undo]|mapped
ic_oui_unlock|resource|OneUiDrawableCatalog.entries[name=ic_oui_unlock]|mapped
ic_oui_unlock_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_unlock_outline]|mapped
ic_oui_unlock_phone|resource|OneUiDrawableCatalog.entries[name=ic_oui_unlock_phone]|mapped
ic_oui_upday|resource|OneUiDrawableCatalog.entries[name=ic_oui_upday]|mapped
ic_oui_upload|resource|OneUiDrawableCatalog.entries[name=ic_oui_upload]|mapped
ic_oui_usb|resource|OneUiDrawableCatalog.entries[name=ic_oui_usb]|mapped
ic_oui_usb_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_usb_outline]|mapped
ic_oui_utc|resource|OneUiDrawableCatalog.entries[name=ic_oui_utc]|mapped
ic_oui_vibrate|resource|OneUiDrawableCatalog.entries[name=ic_oui_vibrate]|mapped
ic_oui_video|resource|OneUiDrawableCatalog.entries[name=ic_oui_video]|mapped
ic_oui_video_call|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_call]|mapped
ic_oui_video_call_non_capable|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_call_non_capable]|mapped
ic_oui_video_call_non_capable_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_call_non_capable_outline]|mapped
ic_oui_video_call_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_call_outline]|mapped
ic_oui_video_capture|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_capture]|mapped
ic_oui_video_enhancer|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_enhancer]|mapped
ic_oui_video_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_video_outline]|mapped
ic_oui_vip|resource|OneUiDrawableCatalog.entries[name=ic_oui_vip]|mapped
ic_oui_vision|resource|OneUiDrawableCatalog.entries[name=ic_oui_vision]|mapped
ic_oui_voice|resource|OneUiDrawableCatalog.entries[name=ic_oui_voice]|mapped
ic_oui_voice_wakeup|resource|OneUiDrawableCatalog.entries[name=ic_oui_voice_wakeup]|mapped
ic_oui_volume|resource|OneUiDrawableCatalog.entries[name=ic_oui_volume]|mapped
ic_oui_volume_down|resource|OneUiDrawableCatalog.entries[name=ic_oui_volume_down]|mapped
ic_oui_volume_up|resource|OneUiDrawableCatalog.entries[name=ic_oui_volume_up]|mapped
ic_oui_vpn_connect|resource|OneUiDrawableCatalog.entries[name=ic_oui_vpn_connect]|mapped
ic_oui_vpn_disconnect|resource|OneUiDrawableCatalog.entries[name=ic_oui_vpn_disconnect]|mapped
ic_oui_wake_up_time|resource|OneUiDrawableCatalog.entries[name=ic_oui_wake_up_time]|mapped
ic_oui_wallpaper|resource|OneUiDrawableCatalog.entries[name=ic_oui_wallpaper]|mapped
ic_oui_wallpaper_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wallpaper_outline]|mapped
ic_oui_watch_theatermode|resource|OneUiDrawableCatalog.entries[name=ic_oui_watch_theatermode]|mapped
ic_oui_water_drop|resource|OneUiDrawableCatalog.entries[name=ic_oui_water_drop]|mapped
ic_oui_wave|resource|OneUiDrawableCatalog.entries[name=ic_oui_wave]|mapped
ic_oui_weather|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather]|mapped
ic_oui_weather_clear|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_clear]|mapped
ic_oui_weather_cloudy|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_cloudy]|mapped
ic_oui_weather_cold|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_cold]|mapped
ic_oui_weather_day|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_day]|mapped
ic_oui_weather_flurries|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_flurries]|mapped
